ticker,company_name,ciq_company_id,ciq_company_name,exchange,sector,industry,match_method,match_confidence,is_primary_share_class,primary_ticker,related_tickers,mapping_status,notes,universe_as_of_date,mapping_verified_at,mapping_source,first_transcript_date,last_transcript_date,distinct_transcript_years,deduped_call_count,coverage_status,coverage_filter_reason,manual_keep_exception
MU,Micron Technology,289030,"Micron Technology, Inc.",Nasdaq,Technology,Semiconductors,ticker_exchange_match,0.99,True,MU,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=8,2026-05-13,2026-05-13T15:12:38,WRDS Capital IQ schema-inspected ticker/company lookup,2005-12-21,2025-12-17,21,91,keep_min10y,distinct_transcript_years_ge_10,False
NFLX,"Netflix, Inc.",32012,"Netflix, Inc.",Nasdaq,Consumer Discretionary,Consumer Electronics,ticker_exchange_match,0.99,True,NFLX,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=12,2026-05-13,2026-05-13T15:12:38,WRDS Capital IQ schema-inspected ticker/company lookup,2006-01-24,2025-10-21,20,80,keep_min10y,distinct_transcript_years_ge_10,False
NVDA,Nvidia,32307,NVIDIA Corporation,Nasdaq,Technology,Semiconductors,ticker_exchange_match,0.99,True,NVDA,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=11,2026-05-13,2026-05-13T15:12:38,WRDS Capital IQ schema-inspected ticker/company lookup,2006-08-10,2025-11-19,20,77,keep_min10y,distinct_transcript_years_ge_10,False
NXPI,NXP Semiconductors,934467,NXP Semiconductors N.V.,Nasdaq,Technology,Semiconductors,ticker_exchange_match,0.99,True,NXPI,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=3,2026-05-13,2026-05-13T15:12:38,WRDS Capital IQ schema-inspected ticker/company lookup,2011-05-04,2025-10-28,14,53,keep_min10y,distinct_transcript_years_ge_10,False
ODFL,Old Dominion Freight Line,319404,"Old Dominion Freight Line, Inc.",Nasdaq,Industrials,Trucking Freight/Courier Services,ticker_exchange_match,0.99,True,ODFL,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=2,2026-05-13,2026-05-13T15:12:38,WRDS Capital IQ schema-inspected ticker/company lookup,2008-01-31,2025-10-29,18,71,keep_min10y,distinct_transcript_years_ge_10,False
ORLY,O'Reilly Automotive,324289,"O'Reilly Automotive, Inc.",Nasdaq,Consumer Discretionary,Auto & Home Supply Stores,ticker_exchange_match,0.99,True,ORLY,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=4,2026-05-13,2026-05-13T15:12:38,WRDS Capital IQ schema-inspected ticker/company lookup,2007-07-25,2025-10-23,19,74,keep_min10y,distinct_transcript_years_ge_10,False
PANW,Palo Alto Networks,25460099,"Palo Alto Networks, Inc.",Nasdaq,Technology,Computer Peripheral Equipment,ticker_exchange_match,0.99,True,PANW,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=7,2026-05-13,2026-05-13T15:12:38,WRDS Capital IQ schema-inspected ticker/company lookup,2012-09-10,2025-11-19,14,54,keep_min10y,distinct_transcript_years_ge_10,False
PAYX,Paychex,295368,"Paychex, Inc.",Nasdaq,Industrials,Diversified Commercial Services,ticker_exchange_match,0.99,True,PAYX,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=3,2026-05-13,2026-05-13T15:12:38,WRDS Capital IQ schema-inspected ticker/company lookup,2007-03-29,2025-12-19,19,76,keep_min10y,distinct_transcript_years_ge_10,False
PCAR,Paccar,294721,PACCAR Inc,Nasdaq,Consumer Discretionary,Motor Vehicles,ticker_exchange_match,0.99,True,PCAR,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=6,2026-05-13,2026-05-13T15:12:38,WRDS Capital IQ schema-inspected ticker/company lookup,2007-10-24,2025-10-21,19,73,keep_min10y,distinct_transcript_years_ge_10,False
PDD,PDD Holdings,572577901,PDD Holdings Inc.,Nasdaq,Technology,EDP Services,ticker_exchange_match,0.99,True,PDD,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=6,2026-05-13,2026-05-13T15:12:38,WRDS Capital IQ schema-inspected ticker/company lookup,2018-08-30,2025-11-18,8,30,keep_manual_exception,call_count_near_threshold_manual_keep,True
PEP,PepsiCo,32854,"PepsiCo, Inc.",Nasdaq,Consumer Staples,Soft Drinks,ticker_exchange_match,0.99,True,PEP,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=28,2026-05-13,2026-05-13T15:12:38,WRDS Capital IQ schema-inspected ticker/company lookup,2007-02-08,2025-10-09,19,78,keep_min10y,distinct_transcript_years_ge_10,False
PYPL,PayPal,112732,"PayPal Holdings, Inc.",Nasdaq,Industrials,Diversified Commercial Services,ticker_exchange_match,0.99,True,PYPL,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=9,2026-05-13,2026-05-13T15:12:38,WRDS Capital IQ schema-inspected ticker/company lookup,2015-10-28,2025-10-28,11,41,keep_min10y,distinct_transcript_years_ge_10,False
QCOM,Qualcomm,33493,QUALCOMM Incorporated,Nasdaq,Technology,Broadcasting & Communications Equipment,ticker_exchange_match,0.99,True,QCOM,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=9,2026-05-13,2026-05-13T15:12:38,WRDS Capital IQ schema-inspected ticker/company lookup,2006-04-19,2025-11-05,20,78,keep_min10y,distinct_transcript_years_ge_10,False
REGN,Regeneron Pharmaceuticals,33715,"Regeneron Pharmaceuticals, Inc.",Nasdaq,Health Care,Biotechnology,ticker_exchange_match,0.99,True,REGN,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=5,2026-05-13,2026-05-13T15:12:38,WRDS Capital IQ schema-inspected ticker/company lookup,2012-02-13,2025-10-28,14,56,keep_min10y,distinct_transcript_years_ge_10,False
ROP,Roper Technologies,22751,"Roper Technologies, Inc.",Nasdaq,Technology,Computer Software,ticker_exchange_match,0.99,True,ROP,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=6,2026-05-13,2026-05-13T15:12:38,WRDS Capital IQ schema-inspected ticker/company lookup,2008-02-22,2025-10-23,18,72,keep_min10y,distinct_transcript_years_ge_10,False
ROST,Ross Stores,33926,"Ross Stores, Inc.",Nasdaq,Consumer Discretionary,Clothing/Shoe/Accessory Stores,ticker_exchange_match,0.99,True,ROST,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=10,2026-05-13,2026-05-13T15:12:38,WRDS Capital IQ schema-inspected ticker/company lookup,2006-03-15,2025-11-20,20,80,keep_min10y,distinct_transcript_years_ge_10,False
SBUX,Starbucks,34745,Starbucks Corporation,Nasdaq,Consumer Discretionary,Restaurants,ticker_exchange_match,0.99,True,SBUX,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=12,2026-05-13,2026-05-13T15:12:38,WRDS Capital IQ schema-inspected ticker/company lookup,2006-08-02,2025-10-29,20,79,keep_min10y,distinct_transcript_years_ge_10,False
SHOP,Shopify,84159238,Shopify Inc.,Nasdaq,Technology,Computer Software,ticker_exchange_match,0.99,True,SHOP,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=16,2026-05-13,2026-05-13T15:12:38,WRDS Capital IQ schema-inspected ticker/company lookup,2015-07-30,2025-11-04,11,42,keep_min10y,distinct_transcript_years_ge_10,False
SNPS,Synopsys,35028,"Synopsys, Inc.",Nasdaq,Technology,Computer Software,ticker_exchange_match,0.99,True,SNPS,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=9,2026-05-13,2026-05-13T15:12:38,WRDS Capital IQ schema-inspected ticker/company lookup,2006-02-15,2025-12-10,20,79,keep_min10y,distinct_transcript_years_ge_10,False
STX,Seagate Technology,3738520,Seagate Technology Holdings plc,Nasdaq,Technology,Electronic Components,ticker_exchange_match,0.99,True,STX,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=19,2026-05-13,2026-05-13T15:12:38,WRDS Capital IQ schema-inspected ticker/company lookup,2006-08-08,2025-10-28,20,78,keep_min10y,distinct_transcript_years_ge_10,False
TMUS,T-Mobile US,93339,"T-Mobile US, Inc.",Nasdaq,Telecommunications,Telecommunications Service Providers,ticker_exchange_match,0.99,True,TMUS,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=6,2026-05-13,2026-05-13T15:12:38,WRDS Capital IQ schema-inspected ticker/company lookup,2013-08-08,2025-10-23,13,50,keep_min10y,distinct_transcript_years_ge_10,False
TRI,Thomson Reuters,515275,Thomson Reuters Corporation,Nasdaq,Technology,Computer Software,ticker_exchange_match,0.99,True,TRI,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=36,2026-05-13,2026-05-13T15:12:38,WRDS Capital IQ schema-inspected ticker/company lookup,2006-07-27,2025-11-04,20,70,keep_min10y,distinct_transcript_years_ge_10,False
TSLA,"Tesla, Inc.",27444752,"Tesla, Inc.",Nasdaq,Consumer Discretionary,Automobiles & Parts,ticker_exchange_match,0.99,True,TSLA,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=18,2026-05-13,2026-05-13T15:12:38,WRDS Capital IQ schema-inspected ticker/company lookup,2010-11-09,2025-10-22,16,61,keep_min10y,distinct_transcript_years_ge_10,False
TTWO,Take-Two Interactive,371281,"Take-Two Interactive Software, Inc.",Nasdaq,Consumer Discretionary,Miscellaneous Amusement & Recreation Services,ticker_exchange_match,0.99,True,TTWO,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=4,2026-05-13,2026-05-13T15:12:38,WRDS Capital IQ schema-inspected ticker/company lookup,2006-06-08,2025-11-06,20,75,keep_min10y,distinct_transcript_years_ge_10,False
TXN,Texas Instruments,140283,Texas Instruments Incorporated,Nasdaq,Technology,Semiconductors,ticker_exchange_match,0.99,True,TXN,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=17,2026-05-13,2026-05-13T15:12:38,WRDS Capital IQ schema-inspected ticker/company lookup,2006-04-18,2025-10-21,20,79,keep_min10y,distinct_transcript_years_ge_10,False
VRSK,Verisk Analytics,1027055,"Verisk Analytics, Inc.",Nasdaq,Industrials,Diversified Commercial Services,ticker_exchange_match,0.99,True,VRSK,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=3,2026-05-13,2026-05-13T15:12:38,WRDS Capital IQ schema-inspected ticker/company lookup,2010-05-07,2025-10-29,16,63,keep_min10y,distinct_transcript_years_ge_10,False
VRTX,Vertex Pharmaceuticals,36235,Vertex Pharmaceuticals Incorporated,Nasdaq,Health Care,Biotechnology,ticker_exchange_match,0.99,True,VRTX,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=7,2026-05-13,2026-05-13T15:12:38,WRDS Capital IQ schema-inspected ticker/company lookup,2006-02-07,2025-11-03,20,78,keep_min10y,distinct_transcript_years_ge_10,False
WBD,Warner Bros. Discovery,22666093,"Warner Bros. Discovery, Inc.",Nasdaq,Consumer Discretionary,Miscellaneous Amusement & Recreation Services,ticker_exchange_match,0.99,True,WBD,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=14,2026-05-13,2026-05-13T15:12:38,WRDS Capital IQ schema-inspected ticker/company lookup,2010-02-10,2025-11-06,16,64,keep_min10y,distinct_transcript_years_ge_10,False
WDAY,"Workday, Inc.",23815047,"Workday, Inc.",Nasdaq,Technology,EDP Services,ticker_exchange_match,0.99,True,WDAY,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=2,2026-05-13,2026-05-13T15:12:38,WRDS Capital IQ schema-inspected ticker/company lookup,2012-11-28,2025-11-25,14,53,keep_min10y,distinct_transcript_years_ge_10,False
WDC,Western Digital,314057,Western Digital Corporation,Nasdaq,Technology,Electronic Components,ticker_exchange_match,0.99,True,WDC,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=13,2026-05-13,2026-05-13T15:12:38,WRDS Capital IQ schema-inspected ticker/company lookup,2006-11-02,2025-10-30,20,75,keep_min10y,distinct_transcript_years_ge_10,False
WMT,Walmart,313055,Walmart Inc.,Nasdaq,Consumer Discretionary,Department/Specialty Retail Stores,ticker_exchange_match,0.99,True,WMT,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=18,2026-05-13,2026-05-13T15:12:38,WRDS Capital IQ schema-inspected ticker/company lookup,2006-08-15,2025-11-20,19,63,keep_min10y,distinct_transcript_years_ge_10,False
XEL,Xcel Energy,527542,Xcel Energy Inc.,Nasdaq,Utilities,Power Generation,ticker_exchange_match,0.99,True,XEL,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=8,2026-05-13,2026-05-13T15:12:38,WRDS Capital IQ schema-inspected ticker/company lookup,2006-04-27,2025-10-30,20,77,keep_min10y,distinct_transcript_years_ge_10,False
ZS,Zscaler,58838228,"Zscaler, Inc.",Nasdaq,Technology,EDP Services,ticker_exchange_match,0.99,True,ZS,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=3,2026-05-13,2026-05-13T15:12:38,WRDS Capital IQ schema-inspected ticker/company lookup,2018-06-06,2025-11-25,8,31,keep_manual_exception,call_count_near_threshold_manual_keep,True
