ticker,company_name,ciq_company_id,ciq_company_name,exchange,sector,industry,match_method,match_confidence,is_primary_share_class,primary_ticker,related_tickers,mapping_status,notes,universe_as_of_date,mapping_verified_at,mapping_source
STX,Seagate Technology,3738520,Seagate Technology Holdings plc,Nasdaq,Technology,Electronic Components,ticker_exchange_match,0.99,True,STX,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=19,2026-05-26,2026-05-26T02:29:55,WRDS Capital IQ schema-inspected ticker/company lookup
TMUS,T-Mobile US,93339,"T-Mobile US, Inc.",Nasdaq,Telecommunications,Telecommunications Service Providers,ticker_exchange_match,0.99,True,TMUS,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=6,2026-05-26,2026-05-26T02:29:55,WRDS Capital IQ schema-inspected ticker/company lookup
TRI,Thomson Reuters,515275,Thomson Reuters Corporation,Nasdaq,Technology,Computer Software,ticker_exchange_match,0.99,True,TRI,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=37,2026-05-26,2026-05-26T02:29:55,WRDS Capital IQ schema-inspected ticker/company lookup
TSLA,"Tesla, Inc.",27444752,"Tesla, Inc.",Nasdaq,Consumer Discretionary,Automobiles & Parts,ticker_exchange_match,0.99,True,TSLA,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=17,2026-05-26,2026-05-26T02:29:55,WRDS Capital IQ schema-inspected ticker/company lookup
TTWO,Take-Two Interactive,371281,"Take-Two Interactive Software, Inc.",Nasdaq,Consumer Discretionary,Miscellaneous Amusement & Recreation Services,ticker_exchange_match,0.99,True,TTWO,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=4,2026-05-26,2026-05-26T02:29:55,WRDS Capital IQ schema-inspected ticker/company lookup
TXN,Texas Instruments,140283,Texas Instruments Incorporated,Nasdaq,Technology,Semiconductors,ticker_exchange_match,0.99,True,TXN,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=17,2026-05-26,2026-05-26T02:29:55,WRDS Capital IQ schema-inspected ticker/company lookup
VRSK,Verisk Analytics,1027055,"Verisk Analytics, Inc.",Nasdaq,Industrials,Diversified Commercial Services,ticker_exchange_match,0.99,True,VRSK,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=3,2026-05-26,2026-05-26T02:29:55,WRDS Capital IQ schema-inspected ticker/company lookup
VRTX,Vertex Pharmaceuticals,36235,Vertex Pharmaceuticals Incorporated,Nasdaq,Health Care,Biotechnology,ticker_exchange_match,0.99,True,VRTX,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=7,2026-05-26,2026-05-26T02:29:55,WRDS Capital IQ schema-inspected ticker/company lookup
WBD,Warner Bros. Discovery,22666093,"Warner Bros. Discovery, Inc.",Nasdaq,Consumer Discretionary,Miscellaneous Amusement & Recreation Services,ticker_exchange_match,0.99,True,WBD,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=14,2026-05-26,2026-05-26T02:29:55,WRDS Capital IQ schema-inspected ticker/company lookup
WDAY,"Workday, Inc.",23815047,"Workday, Inc.",Nasdaq,Technology,EDP Services,ticker_exchange_match,0.99,True,WDAY,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=2,2026-05-26,2026-05-26T02:29:55,WRDS Capital IQ schema-inspected ticker/company lookup
WDC,Western Digital,314057,Western Digital Corporation,Nasdaq,Technology,Electronic Components,ticker_exchange_match,0.99,True,WDC,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=14,2026-05-26,2026-05-26T02:29:55,WRDS Capital IQ schema-inspected ticker/company lookup
WMT,Walmart,313055,Walmart Inc.,Nasdaq,Consumer Discretionary,Department/Specialty Retail Stores,ticker_exchange_match,0.99,True,WMT,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=17,2026-05-26,2026-05-26T02:29:55,WRDS Capital IQ schema-inspected ticker/company lookup
XEL,Xcel Energy,527542,Xcel Energy Inc.,Nasdaq,Utilities,Power Generation,ticker_exchange_match,0.99,True,XEL,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=8,2026-05-26,2026-05-26T02:29:55,WRDS Capital IQ schema-inspected ticker/company lookup
ZS,Zscaler,58838228,"Zscaler, Inc.",Nasdaq,Technology,EDP Services,ticker_exchange_match,0.99,True,ZS,,verified,candidate_source=trading_item_join; name_similarity=1.000; candidate_count=3,2026-05-26,2026-05-26T02:29:55,WRDS Capital IQ schema-inspected ticker/company lookup
